brand,name,weight,price
SIMPLY NATURE,"Organic Blue Corn Tortilla Chips, 8.25 oz",8.25 oz,$2.55
SIMPLY NATURE,"Organic Multigrain Tortilla Chips, 8.25 oz",8.25 oz,$2.55
CLANCY'S,"Barbecue Potato Chips, 9.5 oz",9.5 oz,$1.99
SAVORITZ,"Soup & Oyster Crackers, 10 oz",10 oz,$0.65
SOUTHERN GROVE,"Mixed Nuts with Sea Salt, 14.75 oz",14.75 oz,$5.85
BAKER'S TREAT,"Mini Brownie Bites, 8.25 oz",8.25 oz,$3.05
,"Caramel Apples, 3 count",3 ct,$3.85
CLANCY'S,"Gluten Free Cuban Sandwich Flavored Kettle Chips, 8 oz",8 oz,$2.19
CLANCY'S,"Roasted Garlic Bagel Chips, 6 oz",6 oz,$3.19
CLANCY'S,"Sea Salt Bagel Chips, 6 oz",6 oz,$3.19
DEUTSCHE KÜCHE,"Vanilla Spritz Shortbread Cookies, 10.6 oz",10.6 oz,$3.49
CLANCY'S,"Gluten Free Nashville Hot Chicken Flavored Kettle Chips, 8 oz",8 oz,$2.19
DEUTSCHE KÜCHE,"Almond Spritz Shortbread Cookies, 10.6 oz",10.6 oz,$3.49
DEUTSCHE KÜCHE,"Coconut Spritz Shortbread Cookies, 10.6 oz",10.6 oz,$3.49
RITZ,"Toasted Chips Original, 8.1 oz",8.1 oz,$4.15
REESE'S,"Peanut Butter Candy Cookies, 10 count",14 oz,$4.49
RITZ,Sour Cream & Onion Toasted Chips,8.1 oz,$4.15
RITZ,"Toasted Cheddar Chips, 8.1 oz",8.1 oz,$4.15
SNYDER'S,"Hot Buffalo Wing Flavored Pretzel Pieces, 8 oz",8 oz.,$2.55
SNYDER'S,"Honey Mustard & Onion Flavored Pretzel Pieces, 8 oz",8 oz.,$2.55
REESE'S,"Chocolate Peanut Butter Candy Cookies, 10 count",14 oz,$4.49
CLANCY'S,"Cinnamon Apple Straws, 6 oz",6 oz,$1.65
DEUTSCHE KÜCHE,"Dark Chocolate Covered Wafers, 6.17 oz",6.17 oz,$2.99
DEUTSCHE KÜCHE,"Milk Chocolate Coated Wafer Rolls, 4.41 oz",4.4 oz,$2.99
DEUTSCHE KÜCHE,"Milk Chocolate Covered Wafers, 6.17 oz",6.17 oz,$2.99
DEUTSCHE KÜCHE,"Dark Chocolate Coated Wafer Rolls, 4.41 oz",4.4 oz,$2.99
CRETORS,"Cheese & Caramel Mix Flavored Popcorn, 7.5 oz",7.5 oz,$3.69
CADBURY,"Easter Mini Eggs Chocolate Candies, 9 oz",9 oz,$4.97
KINDER JOY,"Easter Egg Multipack Treats, 6 count",4.2 oz,$7.99
MOSER ROTH,"Easter Finest Milk Chocolate Crème Filled Eggs, 5.3 oz",5.3 oz,$3.29
STARBURST,"FaveREDS Jelly Beans, 14 oz",14 oz,$3.97
PEZ,"Easter Candies, 1.74 oz",1.74 oz,$1.99
MOSER ROTH,"Easter Finest Crispy Hazelnut Filled Eggs, 5.3 oz",5.3 oz,$3.29
M&M'S,"Easter Peanut Chocolate Candies, 10 oz",10 oz,$4.97
M&M'S,"Easter Pastel Blend Milk Chocolate Candies, 10 oz",10 oz,$4.97
CHOCEUR,"Easter Caramel Filled Mini Chocolate Bunnies, 5.2 oz",5.29 oz,$3.69
STARBURST,"Original Jelly Beans, 14 oz",14 oz,$3.97
CHOCEUR,"Easter Raspberry Filled Mini Chocolate Bunnies, 5.2 oz",5.29 oz,$3.69
PEEPS,"Gluten & Fat Free Marshmallow Chicks, 10 count",3 oz,$1.49
CREATE-A-TREAT,"Easter Colorful Eggs Decorate Cookie Kit , 8 count",12.9 oz,$5.99
BAKER'S TREAT,"Mini Confetti Cake Muffins, 8.25 oz",8.25 oz,$3.05
BENTON'S,Cookie Assortment,17.6 oz,$4.09
BENTON'S,Wafer Assortment,14.11 oz,$4.09
BAKER'S TREAT,"Confetti Cake Mini Muffin, 40 count",16.5 oz,$5.35
BAKER'S TREAT,"Chocolate Chip Mini Muffin, 40 count",16.5 oz,$5.35
BRACH'S,"Easter Classic Jelly Beans, 14.5 oz",14.5 oz,$3.39
CHOCEUR,"Milk Chocolate with Peanut Butter Bunnies, 6 oz",6 oz,$3.99
ON THE BORDER,Queso Flavored Café Style Tortilla Chips,9.5 oz,$2.79
CHOCEUR,"Easter Belgian Milk Chocolate Coins, 4.06 oz",4.06 oz,$2.49
CAMPFIRE,"Gluten & Fat Free Egg Shaped Marshmallows, 10 oz",10 oz,$1.89
WELCH'S,"Easter Mixed Fruit Snacks Pouches, 26 count",13 oz,$5.88
BAKE SHOP,"Chocolate & Vanilla Mini Cup Cakes, 12 count",10 oz,$3.89
ON THE BORDER,Gluten Free Salsa Flavored Café Style Tortilla Chips,9.5 oz,$2.79
RITZ,"Peanut Butter Sandwich Crackers, 10.8 oz",10.8 oz,$3.95
RITZ,"Cheese Sandwich Crackers, 10.8 oz",10.8 oz,$3.95
BENTON'S,"Sweet Strawberry Jaffa Cakes, 10.58 oz",10.58 oz,$2.99
CLANCY'S,"Sour Cream and Onion Potato Chips, 9.5 oz",9.5 oz,$1.75
PEPPERIDGE FARM,"Say Cheese Variety Snack Packs, 20 count",18.8 oz,$9.75
KELLOGG'S,"Family Size Original Snack Stacks Crackers, 9 count",18.8 oz,$5.45
BENTON'S,"Apricot Puff Pastry Squares, 6.53 oz",6.53 oz,$3.29
BENTON'S,"Strawberry Puff Pastry Squares, 6.53 oz",6.53 oz,$3.29
BENTON'S,"Cherry Puff Pastry Squares, 6.53 oz",6.53 oz,$3.29
NABISCO,"Mini Oreo Cookies, 10 count",10 oz.,$5.89
NABISCO,"Mini Nilla Cookies, 10 count",10 oz.,$5.89
NABISCO,"Mini Variety Pack Cookies, 10 count",10 oz.,$5.89
CLANCY'S,"Gluten Free Tortilla Chips with Sea Salt, 5 oz",5 oz,$3.55
CLANCY'S,"Gluten Free Lime Tortilla Chips, 5 oz",5 oz,$3.55
CLANCY'S,"Teriyaki Roasted Seaweed Snacks, 3 Pack",0.51 oz,$2.19
CLANCY'S,"Sea Salt & Vinegar Avocado Oil Kettle Chips, 5 oz",5 oz,$3.09
CLANCY'S,"Chipotle BBQ Avocado Oil Kettle Chips, 5 oz",5 oz,$3.09
PICCA,Milk Chocolate with Kadaif & Pistachio,3.53 oz,$3.99
SAVORITZ,"Nordic Sourdough Sea Salt Crackers, 4.58 oz",4.58 oz,$3.29
