brand,name,weight,price
LITTLE SALAD BAR,"Flat Leaf Spinach, 8 oz",8 oz,$1.99
LITTLE SALAD BAR,"Classic Coleslaw, 14 oz",14 oz,$2.39
,"Spinach & Artichoke Stuffed Mushrooms, 8.5 oz",8.5 oz,$4.39
SIMPLY NATURE,"Organic Chopped Kale, 12 oz",12 oz,$3.85
LITTLE SALAD BAR,"Santa Fe Style Salad Bowl, 6.25 oz",6.3 oz,$3.19
LITTLE SALAD BAR,"Southwest Chopped Salad Kit, 12 oz",12 oz,$3.65
LITTLE SALAD BAR,"Sunflower Chopped Salad Kit, 11.1 oz",12.1 oz,$3.65
LITTLE SALAD BAR,"Italian Salad, 9 oz",9 oz,$3.65
LITTLE SALAD BAR,"Spring Mix, 5 oz",5 oz,$2.99
LITTLE SALAD BAR,"Garden Salad, 12 oz",12 oz,$2.35
LITTLE SALAD BAR,"Sweet Kale Chopped Salad Kit, 12 oz",12 oz,$3.65
LITTLE SALAD BAR,"Caesar Salad Kit, 10 oz",10 oz,$3.29
LITTLE SALAD BAR,"Asian Chopped Salad Kit, 12 oz",1 each,$3.65
SIMPLY NATURE,"Organic Arugula and Spinach Mix, 5 oz",5 oz,$3.19
CROFTON,Holiday Baking Pan - Green Loaf Pan with Speckles,1 ea,$3.19
LITTLE SALAD BAR,"Shredded Lettuce, 8 oz",8 oz,$2.09
LITTLE SALAD BAR,"Sweet Butter Salad, 8 oz",6 oz,$2.99
SIMPLY NATURE,"Organic Mixed Greens, 5 oz",5 oz,$3.19
SIMPLY NATURE,"Organic Spring Mix, 16 oz",16 oz,$5.39
SIMPLY NATURE,"Organic Baby Spinach, 5 oz",5 oz,$3.19
,"Vidalia Onions, 2 lb",,$2.19
,"Carrots, 2 lb",2 lb,$1.99
,"Romaine Lettuce Hearts, 3 count",3 ct,$4.19
,"Envy Apples, 2 lb",2 lb,$3.29
,"Cucumber, each",1 each,$0.79
,"Artisan Lettuce, each",1 each,$3.29
,"Organic Green Grapes, 2 lb",2 lb,$5.85
,"Baby Peeled Carrots, 16 oz",16 oz,$0.89
,"Autumn Crisp Grapes, 2 lb Bag",2 lb,$6.59
,"Granny Smith Apples, 3 lb",3 lb,$3.85
,"Pomegranate, each",1 each,$1.89
,"Lady Alice Apples, 3 lb",3 lb,$4.09
,"Red Delicious Apples, 3 lb",3 lb,$3.09
,"Red & Yellow Potatoes, 24 oz",24 oz,$3.65
,"Pomegranate Arils, 4.4 oz",4.4 oz,$3.95
,"Strawberries, 1 lb",1 lb,$4.65
,"Green Peppers, 3 count",3 ct,$2.55
,"Pink Lady Apples, 3 lb",,$3.85
,"Organic Blackberries, 6 oz",6 oz,$4.09
,"Russet Potatoes, 10 lb",10 lb,$3.25
,"Blueberries, 1 pint",1 pt,$2.49
,"Organic Red Grapes, 2 lb",2 lb,$5.39
,"Mandarin Oranges, 3 lb",3 lb,$3.95
,"Pineapple, each",1 each,$2.29
,"Grape Tomatoes, 10 oz",10 oz,$2.39
,"Blackberries, 6 oz",6 oz,$2.65
,"Asparagus, 1 lb",1 lb,$3.19
,"Jalapeno Peppers, 8 oz",8 oz,$0.89
,"Grapefruit, 5 lb",5 lb,$5.85
,"Fresh Organic Strawberries, 1 lb",1 lb,$5.85
,"Cauliflower Crowns, each",1 each,$3.29
,"Mini Avocados, 6 count",6 ct,$3.29
,"Beefsteak Tomatoes, 1 lb",1 lb,$3.19
,"Tomatoes On the Vine, 24 oz",24 oz,$3.19
,"Cabbage, per lb",3 lb,$2.55
,"Sugar Snap Peas, 8 oz",8 oz,$2.65
,"Cranberries, 12 oz",12 oz,$0.99
,"Mini Sweet Peppers, 1 lb",1 lb,$3.19
,"Lemons, 2 lb",2 lb,$4.29
,"Organic Celery Hearts, each",1 each,$2.85
,"Red Potatoes, 5 lb",5 lb,$4.39
,"Gourmet Medley Tomatoes, 12 oz",12 oz,$3.55
,"Organic Mini Cucumbers, 1 lb",1 lb,$3.75
,"Radishes, 16 oz",16 oz,$1.89
,"Cocktail Tomatoes, 16 oz",1 lb,$2.19
,"Green Onions, 5.5 oz",5.5 oz,$1.19
,"Sliced White Mushrooms, 8 oz",,$1.89
,"Organic Grape Tomatoes, 10 oz",10 oz,$3.09
,"Kiwi, 2 lb",2 lb,$4.95
,"Organic Broccoli, each",1 each,$3.85
,"Organic Pink Lady Apples, 3 lb",3 lb,$5.19
,"Bartlett Pears, 3 lb",3 lb,$2.99
,"Sweet Corn, 4 count",4 ct,$3.65
,"Baking Potatoes, 5 lb",5 lb,$3.75
,"Plums, 2 lb",2 lb,$4.19
,"Limes, 1 lb",1 lb,$2.45
,"Celery, each",1 each,$0.95
,"White Onions, 2 lb",2 lb,$2.19
,"Cherub Grape Tomatoes, 10 oz",10 oz,$2.65
,"Red Onions, 2 lb",2 lb,$2.45
,"Mini Cucumbers, 1 lb",1 lb,$2.09
,"Yellow Onions, 3 lb",3 lb,$1.65
,"Multi-Colored Peppers, 3 count",3 ct,$2.65
,"Organic Blueberries, 6 oz",6 oz,$3.29
,"Cilantro Bunch, each",1 each,$1.05
,"Boston Hydroponic Lettuce, each",1 each,$3.09
,"Fresh Navel Oranges, 4 lb",4 lb,$4.95
,"Ginger Root, 8 oz",8 oz,$2.19
,"Seedless Cucumber, ea",1 each,$1.05
,"Bite Size Yellow Potatoes, 24 oz",24 oz,$3.65
,"Yellow Potatoes, 5 lb",5 lb,$4.39
,"Raspberries, 6 oz",6 oz,$2.59
,"Organic Baby Peeled Carrots, 16 oz",16 oz,$1.89
,"Snacking Tomatoes on the Vine, 12 oz",12 oz,$3.95
,"Organic Raspberries, 6 oz",6 oz,$4.29
,"Baby Bella Mushrooms, 8 oz",8 oz,$1.99
,"Brussels Sprouts, 1 lb",1 lb,$3.29
,"Iceberg Lettuce, each",1 each,$2.39
,"White Mushrooms, 8 oz",8 oz,$1.75
,"Fancy Medjool Dates, 1 lb",1 lb,$5.49
,"Peeled Garlic, 6 oz",6 oz,$3.09
,"Organic Yellow Potatoes, 24 oz",24 oz,$4.85
,"Organic Gala Apples, 3 lb",3 lb,$4.75
,"Organic Pears, 2 lb",2 lb,$4.29
,"Fuji Apples, 3 lb",3 lb,$3.29
,"Gala Apples, 3 lb",3 lb,$1.99
,"Garlic, 3 count",3 ct,$1.75
,"Honeycrisp Apples, 2 lb",2 lb,$3.29
,"Cosmic Crisp Apples, 2 lb",2 lb,$3.19
