brand,name,weight,latest_date,latest_price,median_price_30d,pct_diff_vs_30d_median,direction,reason
APPLETON FARMS,"Uncured Turkey Bacon, 10 oz",10 oz,2026-03-13,3.59,3.85,-6.75,lower_vs_30d_median,model_30d_unique
BAKE HOUSE CREATIONS,"Refrigerated Ready to Bake Pie Crusts, 2 count",14.1 oz,2026-03-13,2.15,2.35,-8.51,lower_vs_30d_median,model_30d_unique
BARISSIMO,"Pumpkin Spice Barista Cold Foam, 13 oz",13 oz,2026-03-13,1.19,2.62,-54.58,lower_vs_30d_median,model_30d_unique|median_diff_30pct
BARISSIMO,"White Chocolate Barista Cold Foam, 13 oz",13 oz,2026-03-13,1.19,2.62,-54.58,lower_vs_30d_median,model_30d_unique|median_diff_30pct
BOULDER,Ultra Paper Towel - 120 Sheets,6 ct,2026-03-13,9.35,9.35,0.0,no_change,model_30d_unique
BREMER,"Shepherd's Pie, 30 oz",30 oz,2026-03-13,3.59,5.65,-36.46,lower_vs_30d_median,model_30d_unique|median_diff_30pct
DAKOTA'S PRIDE,"Pinto Beans, 30 oz",30 oz,2026-03-13,1.75,1.25,40.0,higher_vs_30d_median,model_30d_unique|median_diff_30pct
ELEVATION,"Apple Pie Pure and Simple Fruit and Nut Bars, 5 count",5 ct,2026-03-13,4.39,4.75,-7.58,lower_vs_30d_median,model_30d_unique
ELEVATION,"Chocolate Peanut Butter Protein Meal Bars, 6 count",6 ct,2026-03-13,5.05,5.29,-4.54,lower_vs_30d_median,model_30d_unique
ELEVATION,"Double Chocolate Protein Meal Bars, 6 count",6 ct,2026-03-13,5.05,5.29,-4.54,lower_vs_30d_median,model_30d_unique
ELEVATION,"Peanut Butter Cookie Pure and Simple Fruit and Nut Bars, 5 count",5 ct,2026-03-13,4.39,4.75,-7.58,lower_vs_30d_median,model_30d_unique
ELEVATION,"Strawberry Protein Meal Bars, 6 Bars",6 ct,2026-03-13,5.05,5.29,-4.54,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Everything Goat Milk Cheese Log, 6 oz",6 oz,2026-03-13,4.25,4.49,-5.35,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Garlic & Herb Gourmet Spreadable Cheese, 6.5 oz",6.5 oz,2026-03-13,2.75,3.19,-13.79,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Goat Brie, 7 oz",7 oz,2026-03-13,4.25,4.49,-5.35,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Goat Cheddar, 6.35 oz",6.35 oz,2026-03-13,4.25,4.49,-5.35,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Horseradish Cheddar Cheese Spread, 6.5 oz",6.5 oz,2026-03-13,2.75,3.19,-13.79,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Peppercorn Parmesan Cheese Spread, 6.5 oz",6.5 oz,2026-03-13,2.75,3.19,-13.79,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Sharp Cheddar Cheese Spread, 6.5 oz",6.5 oz,2026-03-13,2.75,3.19,-13.79,lower_vs_30d_median,model_30d_unique
EMPORIUM SELECTION,"Truffle Goat Log, 4 oz",4 oz,2026-03-13,4.25,4.49,-5.35,lower_vs_30d_median,model_30d_unique
HAPPY FARMS,"Port Wine Deli Style Cheese Ball, 6 oz",6 oz,2026-03-13,1.29,1.89,-31.75,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Port Wine Spreadable Cheese Cup, 11.7 oz",11.7 oz,2026-03-13,2.05,2.99,-31.44,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Port Wine Spreadable Cheese with Almond, 6 oz",10 oz,2026-03-13,1.29,1.89,-31.75,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Sharp Cheddar Deli Style Cheese Ball, 6 oz",6 oz,2026-03-13,1.29,1.89,-31.75,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Sharp Cheddar Spreadable Cheese Cup, 11.7 oz",11.7 oz,2026-03-13,2.05,2.99,-31.44,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Sharp Cheddar Spreadable Cheese with Almonds, 6 oz",10 oz,2026-03-13,1.29,1.89,-31.75,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS,"Swiss Almond Spreadable Cheese Cup, 12.9 oz",12.9 oz,2026-03-13,2.05,2.99,-31.44,lower_vs_30d_median,model_30d_unique|median_diff_30pct
HAPPY FARMS/EMPORIUM SELECTION,"Party Cheese Tray, 16 oz",16 oz,2026-03-05,4.39,4.75,-7.58,lower_vs_30d_median,model_30d_unique
HAPPY FARMS/EMPORIUM SELECTION,"Specialty Party Cheese Tray, 13.7 oz",13.7 oz,2026-03-05,4.39,4.75,-7.58,lower_vs_30d_median,model_30d_unique
HAPPY HARVEST,"Sliced Pickled Beets, 16 oz",16 oz,2026-03-13,1.95,1.75,11.43,higher_vs_30d_median,model_30d_unique
HAPPY HARVEST,"Whole Pickled Beets, 16 oz",16 oz,2026-03-13,1.95,1.75,11.43,higher_vs_30d_median,model_30d_unique
KIRKWOOD,"Buffalo Crispy Chicken Strips, 25 oz",25 oz,2026-03-13,6.95,6.49,7.09,higher_vs_30d_median,model_30d_unique
KIRKWOOD,"Chicken Drumsticks, per lb",2.75 lb,2026-03-13,4.92,5.55,-11.43,lower_vs_30d_median,model_30d_unique
PARKVIEW,"Cocktail Smokies Smoked Sausage, 14 oz",14 oz,2026-03-13,3.15,2.85,10.53,higher_vs_30d_median,model_30d_unique
REESE'S,"Peanut Butter Chips, 10 oz",10 oz,2026-03-13,1.39,2.45,-43.27,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SAVORITZ,"Soup & Oyster Crackers, 10 oz",10 oz,2026-03-13,0.65,1.1,-40.91,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,Applewood Smoked Cheddar & Bacon Deluxe Cheesy Potatoes,6.56 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Applewood Smoked Cheddar & Bacon Potatoes, 6.6 oz",6.56 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Creamy Swiss Parmesan Potatoes, 6.8 oz",6.77 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Hearty Vegetable Soup, 24 oz",24 oz,2026-03-13,3.09,3.85,-19.74,lower_vs_30d_median,model_30d_unique
SPECIALLY SELECTED,"Herb, Tomato & Cheddar Potatoes, 6.7 oz",6.7 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,Mediterranean Herb Cheddar Potatoes,6.7 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Pavé, 5 oz",5 oz,2026-03-13,2.19,3.65,-40.0,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Premium Apple Mascarpone Strudel, 21.2 oz",21.2 oz,2026-03-13,2.65,3.95,-32.91,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Premium Cherry Mascarpone Strudel, 21.2 oz",21.2 oz,2026-03-13,2.65,3.95,-32.91,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Southwest Black Bean Soup, 24 oz",24 oz,2026-03-13,3.09,3.85,-19.74,lower_vs_30d_median,model_30d_unique
SPECIALLY SELECTED,Swiss Parmesan Potatoes,6.77 oz,2026-03-13,1.09,1.79,-39.11,lower_vs_30d_median,model_30d_unique|median_diff_30pct
SPECIALLY SELECTED,"Tomato Parmesan Bisque Soup, 24 oz",24 oz,2026-03-13,3.09,3.85,-19.74,lower_vs_30d_median,model_30d_unique
SPECIALLY SELECTED,"Triple Creme Brie, 5 oz",5 oz,2026-03-13,2.19,3.65,-40.0,lower_vs_30d_median,model_30d_unique|median_diff_30pct
(no brand),"5"" Foliage Plant - Assorted Varieties",1 ea,2026-03-12,3.49,5.24,-33.4,lower_vs_30d_median,median_diff_30pct
(no brand),"5"" Valentine's Day Orchid - Assorted Color",1 ea,2026-02-18,3.19,8.09,-60.57,lower_vs_30d_median,median_diff_30pct
