brand,name,weight,price
CHOCEUR,"Milk Creme Filled Mini Chocolate Bars, 7.05 oz",7.05 oz,$3.85
MOSER ROTH,"Toffee Crunch Creamy Chocolate Bar, 4.4 oz",4.4 oz.,$3.29
SIMPLY NATURE,"Chia Seeds, 12 oz",12 oz,$3.85
MOSER ROTH,"Sea Salt & Caramel Dark Chocolate Bars, 5 count",4.4 oz.,$3.29
MOSER ROTH,"Mint Dark Chocolate Bar, 4.4 oz",4.4 oz.,$3.29
MOSER ROTH,"Milk Extra Creamy Chocolate Bar, 4.4 oz",4.4 oz,$3.29
MOSER ROTH,"Orange & Almond Dark Chocolate Bar, 4.4 oz",4.4 oz,$3.29
MOSER ROTH,"Dark Chocolate 85% Cocoa Chocolate Bar, 4.4 oz",4.4 oz,$3.29
KNOPPERS,Crispy Milk Hazelnut Chocolate Wafer Snacks - 5 pack,5 x 0.88 oz,$3.25
SOUTHERN GROVE,"Deluxe Whole Cashews with Sea Salt, 30 oz",30 oz,$11.89
SOUTHERN GROVE,"Cashew Halves and Pieces with Sea Salt, 14 oz",14 oz,$5.39
SIMPLY NATURE,"Brown Whole Flax Seed, 16 oz",16 oz,$3.65
SOUTHERN GROVE,"Dried Mediterranean Apricots, 6 oz",6 oz,$3.85
EXCITEMINT,"Sugar Free Arctic Blast Gum, 60 count",60 ct,$2.19
SOUTHERN GROVE,"Shelled Pistachios Roasted with Sea Salt, 6 oz",6 oz,$4.39
CLANCY'S,"Cheddar Cheese Stackerz Potato Crisps, 5.5 oz",5.5 oz,$1.65
SIMPLY NATURE,"Freeze Dried Strawberries, 1.2 oz",1.2 oz,$2.85
SOUTHERN GROVE,"Peanut Cranberry Almond Trail Mix, 8 count",8 ct,$3.65
BENTON'S,"Duplex Sandwich Crème Cookies, 25 oz",25 oz,$2.95
SIMPLY NATURE,"Organic Teriyaki Beef Jerky, 2.5 oz",2.85 oz,$3.55
SIMPLY NATURE,"Raw Cashews, Walnuts and Macadamia Nuts, 8 oz",8 oz,$4.39
FIT & ACTIVE,"Cheddar Rice Snacks, 6 oz",6 oz,$3.55
SOUTHERN GROVE,"Pistachios in Shell, 1 lb",16 oz,$6.05
SOUTHERN GROVE,"Salted Roasted Sunflower Kernels, 16 oz",16 oz,$2.75
SAVORITZ,"Wheat Entertainment Crackers, 8 oz",8 oz,$1.65
BENTON'S,"Vanilla Sandwich Crème Cookies, 25 oz",25 oz,$2.95
SOUTHERN GROVE,"Dried Blueberries, 3.5 oz",3.5 oz,$3.09
EXCITEMINT,"Sugar Free Wintergreen Mints, 1.5 oz",1.5 oz,$1.99
CLANCY'S,"Cheddar and Caramel Popcorn, 6.5 oz",6.5 oz,$3.19
SAVORITZ,"Garlic & Chive Pita Crackers, 5 oz",5 oz,$2.75
SOUTHERN GROVE,"100 Calorie Almonds and Walnuts Snack Pack, 3.92 oz",3.92 oz,$2.99
SOUTHERN GROVE,"Cajun Trail Mix, 27 oz",27 oz,$6.85
BENTON'S,"Danish Butter Cookies, 12 oz",12 oz,$3.95
SIMPLY NATURE,"Brown Milled Flax Seed, 16 oz",16 oz,$3.65
SOUTHERN GROVE,"Unsalted Roasted Sunflower Kernels, 16 oz",16 oz,$2.75
BENTON'S,"Original Chocolate Sandwich Creme Cookies, 14.3 oz",14.3 oz,$3.05
CLANCY'S,"Everything Pretzel Slims, 8 oz",8 oz,$2.19
SOUTHERN GROVE,"Roasted Pumpkin Seeds, 5 oz",5 oz,$2.19
SOUTHERN GROVE,"Dried Cranberries, 6 oz",6 oz,$2.05
CLANCY'S,"Pretzel Sticks, 1 lb",16 oz,$2.19
CLANCY'S,"Honey Wheat Pretzels, 24 oz",24 oz,$5.85
SIMPLY NATURE,"Organic Sea Salt Popcorn, 6 oz",6 oz,$3.65
CLANCY'S,"Snack Combo Pack, 18 count",18 ct,$7.25
BAKER'S TREAT,"Blueberry Mini Muffins, 20 count",8.25 oz,$2.75
CLANCY'S,"Veggie Straws, 7 oz",7 oz,$3.09
BENTON'S,"Sugar Cones, 5 oz",5 oz,$1.85
CLANCY'S,"Big Dipper Tortilla Chips, 10 oz",10 oz,$1.65
SAVORITZ,"Golden Round Crackers, 13.7 oz",13.7 oz,$2.65
SOUTHERN GROVE,"California Raisin Boxes, 6 count",6 x 1 oz,$2.15
CLANCY'S,"Cheese Curls, 8.5 oz",8.5 oz,$1.65
CLANCY'S,"Cheese Puffs, 8 oz",8 oz,$1.65
CLANCY'S,"Sour Cream and Onion Potato Chips, 9.5 oz",9.5 oz,$1.75
FIT & ACTIVE,"Caramel Rice Snacks, 7 oz",7 oz,$3.55
SOUTHERN GROVE,"Dry Roasted Peanuts with Sea Salt, 16 oz",16 oz,$2.35
BENTON'S,"Vanilla Wafers, 11 oz",11 oz,$2.99
SAVORITZ,"Clubhouse Crackers, 13.7 oz",13.7 oz,$3.29
BENTON'S,"Pecan Shortbread Cookies, 11.3 oz",11.3 oz,$2.45
BENTON'S,"Cinnamon Graham Crackers, 14.4 oz",14.4 oz,$2.05
SAVORITZ,"Reduced Fat Thin Wheat Crackers, 8.5 oz",8.5 oz,$2.99
SAVORITZ,"Six Cracker Assortment, 13.1 oz",13.1 oz,$4.39
BENTON'S,"Animal Crackers, 13 oz",13 oz,$2.99
EXCITEMINT,"Sugar Free Peppermint Mints, 1.5 oz",1.5 oz,$1.99
SOUTHERN GROVE,"Sliced Almonds, 6 oz",6 oz,$2.85
SOUTHERN GROVE,"Slivered Almonds, 6 oz",6 oz,$2.85
SOUTHERN GROVE,"Serenity Trail Mix, 16 oz",16 oz,$5.39
SAVORITZ,"Sea Salt Pita Crackers, 5 oz",5 oz,$2.75
BENTON'S,"Graham Crackers, 14.4 oz",14.4 oz,$2.05
SAVORITZ,"Vegetable Entertainment Crackers, 8 oz",8 oz,$1.65
BAKER'S TREAT,"Apple Lunchbox Pie, 4 oz",4 oz,$0.85
BAKER'S TREAT,"Cherry Lunchbox Pie, 4 oz",4 oz,$0.85
EL MILAGRO,"Mexican Kitchen Style Tortilla Chips, 16 oz",16 oz,$3.95
CLANCY'S,"Corn Chips, 9.25 oz",9.25 oz,$1.89
CHOCEUR,"Milk Chocolate Bar, 5.29 oz",5.29 oz,$2.45
SOUTHERN GROVE,"Chopped Walnuts, 8 oz",8 oz,$3.19
CHOCEUR,"Milk Chocolate Bar with Almonds, 5.29 oz",5.29 oz,$2.45
CLANCY'S,"Pretzel Rods, 26 oz",26 oz,$5.85
SOUTHERN GROVE,"Tranquility Trail Mix, 16 oz",16 oz,$5.39
SOUTHERN GROVE,"Dried Montmorency Cherries, 5 oz",5 oz,$3.09
SAVORITZ,"Wheat Round Crackers, 12.9 oz",12.9 oz,$2.65
SAVORITZ,"Woven Whole Wheat Cracker, 9 oz",9 oz,$2.55
CLANCY'S,"Original Pretzel Slims, 8 oz",8 oz,$2.19
CLANCY'S,"Peanut Butter Filled Pretzels, 24 oz",24 oz,$5.19
CLANCY'S,"Original Potato Chips, 10 oz",10 oz,$1.75
FIT & ACTIVE,"Lightly Salted Rice Cakes, 4.9 oz",4.9 oz,$3.25
CLANCY'S,"Original Stackerz Potato Crisps, 5.2 oz",5.2 oz,$1.65
SIMPLY NATURE,"Freeze Dried Fuji Apples, 1.2 oz",1.2 oz,$2.85
BENTON'S,"Peanut Butter Filled Cookies, 9.5 oz",9.5 oz,$2.35
SOUTHERN GROVE,"Hickory Smoked Flavored Almonds, 14 oz",14 oz,$6.55
SOUTHERN GROVE,"100 Calorie Whole Almonds Snack Pack, 4.41 oz",4.41 oz,$2.99
LIVEGFREE,"Gluten Free Sweet Chili Brown Rice Crisps, 7 oz",7 oz,$3.29
SOUTHERN GROVE,"Pitted Dried Prunes, 18 oz",18 oz,$6.39
SIMPLY NATURE,"Organic Fruit Snacks, 12 count",9.6 oz,$5.45
BENTON'S,"Coconut Macaroons, 6.7 oz",6.7 oz,$2.65
SIMPLY NATURE,"Organic Original Beef Jerky, 2.5 oz",2.85 oz,$3.55
BENTON'S,"Chocolate Coconut Macaroons, 7.8 oz",7.8 oz,$2.65
BENTON'S,"Cinnamon Breakfast Biscuits, 8.8 oz",8.8 oz,$2.85
SOUTHERN GROVE,"Chopped Pecans, 8 oz",8 oz,$4.09
CHOCEUR,"Peanut Butter Cups, 12 oz",12 oz,$5.49
SOUTHERN GROVE,"Mixed Nuts with Sea Salt, 14.75 oz",14.75 oz,$5.49
BAKER'S TREAT,"Chocolate Chip Mini Muffins, 20 count",8.25 oz,$2.75
SOUTHERN GROVE,"Dried Fruit Medley, 7.5 oz",7.5 oz,$2.99
SOUTHERN GROVE,"Cocktail Peanuts with Sea Salt, 16 oz",16 oz,$2.35
CHOCEUR,"Superberry Blueberry Acai Dark Chocolate, 7 oz",7 oz,$4.39
SIMPLY NATURE,"White Cheddar Puffs, 4 oz",4 oz,$2.99
SIMPLY NATURE,"Organic Yellow Corn Tortilla Chips, 11 oz",11 oz,$3.19
BAKER'S TREAT,"Swiss Rolls, 13 oz",13 oz,$2.15
SIMPLY NATURE,"Sweet Potato Chips, 7 oz",7 oz,$4.09
SOUTHERN GROVE,"Unsalted Roasted Pistachios, 10 oz",10 oz,$3.65
FIT & ACTIVE,"Caramel Corn Rice Cakes, 6.56 oz",6.56 oz,$3.25
BENTON'S,"Waffle Cones, 12 count",7 oz,$1.35
BENTON'S,"Chewy Chocolate Chip Cookies, 13 oz",13 oz,$2.55
CHOCEUR,"Dark Chocolate Bar, 5.29 oz",5.29 oz,$2.45
SOUTHERN GROVE,"Deluxe Mixed Nuts Unsalted, 30 oz",30 oz,$14.29
CHOCEUR,"Dark Chocolate Almond Bar, 5.29 oz",5.29 oz,$2.45
BAKER'S TREAT,"Chocolate Cupcakes, 8 count",12.7 oz,$2.85
SOUTHERN GROVE,"Roasted Pepitas, 6 oz",6 oz,$2.19
BENTON'S,"Fig Bars, 14 oz",14 oz,$2.75
PUEBLO LINDO,"Tortilla Strips, 24 oz",24 oz,$3.95
SOUTHERN GROVE,"Adventure Trail Mix, 13 oz",13 oz,$5.85
SAVORITZ,"Mini Peanut Butter Sandwich Crackers, 8.8 oz",8.8 oz,$3.05
SAVORITZ,"Mini Cheese Sandwich Crackers, 8.8 oz",8.8 oz,$3.05
SOUTHERN GROVE,"Dried Tropical Pineapple, 6 oz",6 oz,$2.99
SOUTHERN GROVE,"Honey Roasted Peanuts, 16 oz",16 oz,$2.35
SOUTHERN GROVE,"Pecan Halves, 10 oz",10 oz,$5.49
SOUTHERN GROVE,"Dried Philippine Mango, 6 oz",6 oz,$3.85
CLANCY'S,"Barbecue Baked Potato Crisps, 6.25 oz",6.25 oz,$2.99
MARS,"Single Size Chocolate Candy Bar, 1.86 oz",1.86 oz,$1.39
BAKER'S TREAT,"Cinnamon Streusel Cakes, 8 count",11.6 oz,$3.05
MOSER ROTH,"Dark Chocolate 70% Cocoa Chocolate Bar, 4.4 oz",4.4 oz,$3.29
SAVORITZ,"Mini Peanut Butter Sandwich Crackers, 12 oz",12 oz,$5.49
SAVORITZ,"Mini Cheese Sandwich Crackers , 12 oz",12 oz,$5.49
BENTON'S,"Caramel Coconut Fudge Cookies, 8.5 oz",8.5 oz,$2.45
BENTON'S,"Fudge Striped Shortbread Cookies, 13 oz",13 oz,$1.89
BAKER'S TREAT,"Mini Brownie Bites, 8.25 oz",8.25 oz,$2.75
BAKER'S TREAT,"Mini Muffin, 5 pack",8.25 oz,$2.75
SIMPLY NATURE,"Strawberry Fruit Strips, 21 count",21 ct,$5.49
EXCITEMINT,"Sugar Free Yellow Sour Mints, 1.5 oz",1.5 oz,$1.99
EXCITEMINT,"Sugar Free Red Sour Mints, 1.5 oz",1.5 oz,$1.99
SAVORITZ,"Vegetable Round Crackers, 13.3 oz",13.3 oz,$2.65
HERSHEY'S,"Milk Chocolate Candy Bar, 6 count",9.3 oz,$5.49
SIMMS,"Zero Sugar Original Smoked Snack Sticks, 9.5 oz",9.5 oz,$8.05
SIMPLY NATURE,"Cheddar Cauliflower Crackers, 4 oz",4 oz,$3.19
MENTOS,"Spearmint Gum, 3.5 oz",3.5 oz,$4.55
SCHOGETTEN,"Caramel Brownie, 3.5 oz",3.5 oz,$1.99
SAVORITZ,"Rosemary Olive Oil Woven Wheat Crackers, 9 oz",9 oz,$2.55
NABISCO,"Party Size Chewy Chips Ahoy Cookies, 26 oz",26 oz,$6.59
SCHOGETTEN,"Dark Chocolate, 3.5 oz",3.5 oz,$1.99
HERSHEY'S,"Kit Kat Snack Size, 8 count",3.92 oz,$2.15
LITTLE DEBBIE,"Oatmeal Creme Pies, 12 count",16.2 oz,$3.29
MOSER ROTH,"Madagascan Vanilla White Chocolate, 4.4 oz",4.4 oz,$3.29
BENTON'S,"Lemon Cookie Thins, 4 oz",4 oz,$2.65
CLANCY'S,"Butter Puffed Corn, 5 oz",5 oz,$2.09
SIMPLY NATURE,"Organic Raw Unsalted Cashews, 14 oz",14 oz,$8.25
SAVORITZ,"Turtles Baked Cheddar Snack Crackers, 19 oz",19 oz,$4.05
BENTON'S,"Orange Cranberry Breakfast Biscuit, 8.8 oz",8.8 oz,$2.85
CLANCY'S,"Garlic Parmesan Flavored Pretzel Slims, 8 oz",8 oz,$2.19
CLANCY'S,"Original Veggie Straw Multipack, 6 count",6 oz,$3.99
CHEEZ-IT,"Variety Baked Crackers Portion Packs, 12 count",12.1 oz,$6.29
SIMPLY NATURE,"Organic Roasted Salted Cashews, 14 oz",14 oz,$8.25
BENTON'S,"Chocolate Chip Cookie Thins, 4 oz",4 oz,$2.65
CLANCY'S,"Ranch Veggie Straws, 7 oz",7 oz,$3.09
BETTY CROCKER,"Gusher Variety Pack, 4.8 oz",4.8 oz,$3.29
FERRERO,"Kinder Bueno Chocolate Bar, 1.5 oz",1.5 oz,$1.55
SAVORITZ,"Family Size Baked Cheese Crackers, 21 oz",21 oz,$4.19
SCHOGETTEN,"Milk Chocolate, 3.5 oz",3.5 oz,$1.99
HERSHEY'S,"Reese's Peanut Butter Cups Snack Size, 8 count",4.4 oz,$2.15
CLANCY'S,"Potato Chip Variety Packs, 18 bags",18 oz,$7.25
SIMPLY NATURE,"Organic Raw Cashews, 14 oz",14 oz,$8.25
GOYA,"Maria Cookies, 7 oz",7 oz,$1.39
FRITO LAY,"Flavor Mix Variety Pack Chips, 18 count",18 ct,$10.99
SIMMS,"Zero Sugar Spicy Jalapeno Smoked Snack Sticks, 9.5 oz",9.5 oz,$8.05
MENTOS,"Fresh Mint Gum, 3.5 oz",3.5 oz,$4.55
CHEEZ-IT,"Original Baked Snack Crackers, 7 oz",7 oz,$3.05
NABISCO,"Party Size Original Chips Ahoy Cookies, 25.3 oz",25.3 oz,$6.59
SIMMS,"Mild Smoked Snack Sticks, 14 count",3.92 oz,$3.45
BENTON'S,"Family Size Iced Oatmeal Cookies, 18 oz",18 oz,$2.15
SAVORITZ,"Cracked Pepper Woven Wheat Crackers, 9 oz",9 oz,$2.55
SAVORITZ,"Turtle Baked Extra Cheddar Snack Crackers, 19 oz",19 oz,$4.05
SIMPLY NATURE,"Wildberry Fruit Strips, 21 count",21 ct,$5.49
SCHOGETTEN,"Milk Hazelnut, 3.5 oz",3.5 oz,$1.99
FERRERO,"Kinder Joy Egg, 0.7 oz",0.7 oz,$2.15
MILLVILLE,"Original Crispy Rice Treats, 8 count",,$2.75
REESE'S,"Reese's Peanut Butter Cups, 1.5 oz",1.5 oz,$1.45
BENTON'S,"Key Lime Cookie Thins, 4 oz",4 oz,$2.65
CLANCY'S,"Pub Style Seasoned Pretzels, 12 oz",12 oz,$2.19
SIMMS,"Original Smoked Snack Sticks, 14 count",3.92 oz,$3.45
SIMPLY NATURE,"Sea Salt Cauliflower Crackers, 4 oz",4 oz,$3.19
BENTON'S,"Family Size Oatmeal Cookies, 18 oz",18 oz,$2.15
CLANCY'S,"Cheese Puffed Corn, 5 oz",5 oz,$2.09
DORITOS,"Nacho Cheese Tortilla Chips, 9.25 oz",9.25 oz,$4.95
SAVORITZ,"Family Size Baked White Cheddar Cheese Crackers, 21 oz",21 oz,$4.19
GENERAL MILLS,"Peanut Butter Biscuits, 5 count",,$3.85
BETTY CROCKER,"Tongue Tattoos Fruit Roll-Ups Variety Pack, 10 count",5 oz,$3.29
ELEVATION,"Jalapeno Cheddar Protein Puffs, 2.1 oz",2.1 oz,$3.09
ELEVATION,"Nacho Cheese Protein Puffs, 2.1 oz",2.1 oz,$3.09
BENTON'S,"Coconut Cookie Thins, 4 oz",4 oz,$2.65
TAKIS,"Rolled Fuego Tortilla Chips, 9.9 oz",9.9 oz.,$4.29
CLANCY'S,"Loaded Bacon & Cheddar Wavy Potato Chips, 9.5 oz",9.5 oz,$1.75
UTZ,"Baked Cheddar Flavored Cheese Balls, 23 oz",23 oz,$6.98
BENTON'S,"Fudge Mint Striped Shortbread Cookies, 11.5 oz",11.5 oz,$1.89
HARIBO,"Goldbears Gummi Candy, 5 oz",4 oz,$1.35
SUNCHIPS,"Garden Salsa Whole Grain Chips, 7 oz",7 oz,$4.39
SUN CHIPS,"Harvest Cheddar Whole Grain Chips, 7 oz",7 oz,$4.39
PRINGLES,"Original Pringles Party Stacks, 6.8 oz",6.8 oz,$2.85
PRINGLES,"Cheddar Cheese Pringles Party Stacks, 7.1 oz",7.1 oz,$2.85
PRINGLES,"Sour Cream & Onion Pringles Party Stacks, 7.1 oz",7.1 oz,$2.85
BAKER'S TREAT,"Confetti Brownies with Chocolate Chips Candies, 6 count",13.12 oz,$2.09
CHOCEUR,"White Chocoalte Mini Chocolate Bars - 5 count, 1.4 oz",5 x 1.4 oz.,$3.29
CLANCY'S,"Hint of Lime Tortilla Chips, 13 oz",13 oz,$2.15
FUSIA ASIAN INSPIRATIONS,"Gluten Free Sweet Crunchy Rice Rolls, 8 count",8 ct,$2.49
GENERAL MILLS,"Cinnamon Brown Sugar Soft Baked Oatmeal Squares, 6 count",,$3.85
SIMPLY NATURE,"Mango Fruit Strips, 10.5 oz",10.3 oz,$5.29
SIMPLY NATURE,"Watermelon Fruit Strips, 10.5 oz",10.3 oz,$5.29
BENTON'S,"Lemon Sandwich Crèmes, 15.2 oz",15.25 oz,$3.05
CHOCEUR,"Dark Chocolate Sea Salt Caramels, 13.8 oz",13.8 oz,$4.65
LIVEGFREE,"Gluten Free Sea Salt Brown Rice Crisps, 7 oz",7 oz,$3.29
CLANCY'S,"Movie Theater Butter Microwave Popcorn, 12 count",12 x 2.5 oz,$4.85
MENTOS,"Red Fruit Tropical Gum, 3.5 oz",3.5 oz,$4.55
SIMPLY NATURE,"Dark Chocolate Covered Strawberries, 4 oz",,$4.09
SIMPLY NATURE,"Dark Chocolate Covered Banana, 4 oz",,$4.09
SIMPLY NATURE,"Freeze Dried Fruit, 8 count",2.1 oz,$6.35
CLANCY'S,"Bite Size Tortilla Chips, 13 oz",13 oz,$1.65
CLANCY'S,"Spicy Dill Pickle Wavy Potato Chips, 9.5 oz",9.5 oz,$1.75
NABISCO,"Ritz Fresh Stacks Crackers, 17.8 oz",17.8 oz,$5.45
CLANCY'S,"Dill Pickle Flavored Popcorn, 6 oz",6 oz,$1.55
SAVORITZ,"Cheddar Cheese Crisp, 1.95 oz",1.95 oz,$2.45
SAVORITZ,"Parmesan Cheese Crisp, 1.95 oz",1.95 oz,$2.45
MARS,"Starburst Singles, 2.07 oz",2.07 oz,$1.39
M&M'S,"Milk Sharing, 10 oz",10 oz,$4.79
M&M'S,"Mini Sharing, 9.4 oz",9.4 oz,$4.79
M&M'S,"Peanut Sharing Chocolate, 10.05 oz",10.05 oz,$4.79
M&M'S,"Peanut Butter Sharing Chocolate, 9 oz",9 oz,$4.79
SAVORITZ,"Sesame Flatbread Cracker, 5 oz",5 oz,$2.45
SAVORITZ,"Rosemary Flatbread Cracker, 5 oz",5 oz,$2.45
SAVORITZ,"Everything Flatbread Cracker, 5 oz",5 oz,$2.45
MARS,"Original Skittles Candies, 2.17 oz",2.17 oz,$1.39
BENTON'S,"Key Lime Sandwich Crèmes, 15.2 oz",15.25 oz,$3.05
SOUTHERN GROVE,"Korean BBQ Trail Mix, 9.5 oz",9.5 oz,$3.09
MOSER ROTH,"Dark Chocolate Cranberry Bar, 4.4 oz",4.4 oz,$3.29
MOSER ROTH,"Dark Chocolate Raspberry Almond Bar, 4.4 oz",4.4 oz,$3.29
KIND,"Gluten Free Salted Caramel Almond Flour Brownie, 6 pack",6 ct,$7.29
KIND,"Gluten Free Peanut Butter Almond Flour Brownie, 6 pack",6 ct,$7.29
KIND,"Gluten Free Chocolate Almond Flour Brownie, 6 pack",6 ct,$7.29
CHOCEUR,"Bear Shaped Milk Chocolate Hazelnut Wafers, 7 count",5.3 oz,$2.99
CHOCEUR,"Bear Shaped Milk Chocolate Hazelnut Bites, 7 count",5.9 oz,$2.99
CHOCEUR,"Milk Chocolate S'more Clusters, 6 oz",6 oz,$3.65
CHOCEUR,"Dark Chocolate Caramel Pretzel, 6 oz",6 oz,$3.65
CHOMPS,"Chomps Original Beef Sticks, 1.15 oz",1.15 oz,$2.65
CHOMPS,"Chomps Jalapeno Beef Sticks, 1.15 oz",1.15 oz,$2.65
BENTON'S,"Peanut Butter Crème Sandwich Cookies, 16 oz",16 oz,$3.05
SIMMS,"Zero Sugar Black Pepper Beef Jerky, 5.85 oz",5.85 oz,$8.59
SIMMS,"Zero Sugar Original Beef Jerky, 5.85 oz",5.85 oz,$8.59
TWO-BITE,"Oreo Mini Muffins, 9 count",,$4.49
SIMPLY NATURE,"Raw Almond, Pecan & Pistachios Kernels, 8 oz",8 oz,$4.39
CLANCY'S,"Kettle Variety Pack Potato Chips, 16 count",16 oz.,$7.45
MILLVILLE,"Gluten Free Salted Caramel Flavored White Chip Granola, 11 oz",11 oz,$3.75
SOUTHERN GROVE,"Honey Roasted Almonds, 14 oz",14 oz,$6.55
SOUTHERN GROVE,"Oil Roasted and Salted Almonds, 14 oz",14 oz,$6.55
SOUTHERN GROVE,"Oven Roasted and Lightly Salted Almonds, 14 oz",14 oz,$6.55
CHOCEUR,"Cookies & Milk Creme Filled Chocolate Bars, 11 count",7.05 oz,$3.85
NABISCO,"Belvita Golden Whole Grain Oat Biscuits, 12 count",21.12 oz.,$8.29
NABISCO,"Belvita Blueberry Flavor Whole Grain Biscuits, 12 count",21.12 oz.,$8.29
CHOCEUR,"Dark Chocolate with Salty Fudge & Almond Choco Changer Chocolate Bar, 5 oz",5.291 oz,$3.55
CHOCEUR,"Milk Chocolate Nougat Honeycomb & Sea Salt Choco Changer Chocolate Bar, 5 oz",,$3.55
CHOCEUR,"Milk Chocolate Brownie & Salted Caramel Choco Changer Chocolate Bar, 5 oz",5.291 oz,$3.55
BENTON'S,"Chocolate Chip 100 Calorie Snack Packs, 6 count",4.86 oz,$3.29
BENTON'S,"Chocolate 100 Calorie Snack Packs, 6 count",4.86 oz,$3.29
NABISCO,"Party Size Double Stuf Oreo Sandwich Cookies, 24.95 oz",,$6.29
NABISCO,"Party Size Oreo Original Sandwich Cookies, 24.16 oz",24.16 oz,$6.29
BLACK FOREST,"Juicy Burst Variety Pack Fruit Snacks, 36 count",28.8 oz,$9.05
LESSEREVIL,"Organic Himalayan Pink Salt Popcorn Snack Packs, 8 count",3.68 oz,$4.99
CHOCEUR,"Milk Chocolate Covered English Toffee Almonds, 10 oz",10 oz,$6.29
MOSER ROTH,"Dark Chocolate Delice Truffles, 5 oz",4.9383 oz,$3.29
MOSER ROTH,"Milk Chocolate Delice Truffles, 5 oz",4.9383 oz,$3.29
LIFESAVERS,"Assorted Flavored Gummy Candies, 7 oz",7 oz,$2.15
LIFESAVERS,"Mint Flavored Hard Candies, 6.25 oz",6.25 oz,$2.15
MOSER ROTH,"Dark Chocolate Delice Truffles, 5 oz",4.9383 oz,$3.29
CHEEZ-IT,"White Cheddar Baked Crackers Portion Packs, 12 count",12 oz,$6.29
CLANCY'S,"Gluten Free White Cheddar Popcorn Chips, 7 oz",7 oz,$3.29
CLANCY'S,"Gluten Free Kettle Popcorn Chips, 7 oz",7 oz,$3.29
RITZ,"Peanut Butter Sandwich Crackers, 10.8 oz",10.8 oz,$3.79
RITZ,"Cheese Sandwich Crackers, 10.8 oz",10.8 oz,$3.79
